id,place,duration,title,date
csFiitCFPsk,Tiahuanacu spiritual and political centre of the tiahuanacu culture,800,Tiwanaku livre de Nouveaux Secrets,20190406
aPs2X3eoR7s,Tiahuanacu spiritual and political centre of the tiahuanacu culture,527,Quadcopter Exploration Of Ancient Tiwanaku In Bolivia,20200915
5fuzsgwFzuI,Tiahuanacu spiritual and political centre of the tiahuanacu culture,233,Tiwanaku | History - Planet Doc Full Documentaries,20131206
hgor6QWO4CM,Tiahuanacu spiritual and political centre of the tiahuanacu culture,634,Tiahuanaco ~ Graham Hancock,20120424
Z-CIo8nUxlo,Tiahuanacu spiritual and political centre of the tiahuanacu culture,847,The Enigmatic Ancient Site of Tiahuanaco + Pumapunku | Ancient Architects,20210204
UqxhzRz7cTo,Tiahuanacu spiritual and political centre of the tiahuanacu culture,263,Tiwanaku Ruins - Ancient Mysterious Temple / BOLIVIA,20140207
P9lrH_er6wg,Tiahuanacu spiritual and political centre of the tiahuanacu culture,1056,"Was Tiwanaku In Bolivia An Industrial Complex 12,000 Plus Years Ago?",20151118
g0kf82I6ffc,Tiahuanacu spiritual and political centre of the tiahuanacu culture,1860,The Ancient Enigmas of Puma Punku and Tihuanaco - Chapter 1: Introduction,20190623
pF7o_61x078,Tikal national park,613,"TIKAL PYRAMIDS, GUATEMALA (Landmark Video Series) Stunning Aerial/Drone 4K Footage",20210929
FS1PX3WwMgI,Tikal national park,268,Mayan Ruins of Tikal..! shot in 4K!,20160114
_rfkI3R15HA,Tikal national park,347,Guatemala Tikal in 4k,20200330
ZR_hId7Dd1c,Tikal national park,501,Guatemala Tikal National Park,20160416
N4OIMQA3q6Q,Tikal national park,87,Guatemalan Ruins - Tikal drone fly over of the real temple of doom,20210103
IRuQioYFwng,Tikal national park,3062,DIE MAYASTADT TIKAL - Megapolis | HD Doku,20210127
qMhfjkKlFd8,Tikal national park,1232,Exploring Tikal National Park Guatemala from Sunrise to Sunset- Staying at the Jungle Lodge Hotel,20210916
ifRdzBDHodg,Tikal national park,384,Tikal National Park - A Video Tour Of Tikal Guatemala,20200922
Z1dMZDNZWCw,Tikal national park,612,All 63 National Parks In One Video!,20210526
BEOmHXtdjXA,Tikal national park,3178,Planetenjäger - Leben im All (1/4) | Doku | ARTE,20210524
kJCWIBwOvls,Tikal national park,27,SUNSET  ( From Tikal National Park ),20201016
I1hJU41MMX8,Tikal national park,369,TIKAL NATIONAL PARK - Travel Video Ep 4,20111113
bK7ZJ-T45LI,Tikal national park,186,Tikal National Park - Sunrise Tour (Guatemala),20151121
ld4h7boaWZU,Tikal national park,262,Tikal desde el aire,20190218
q-q18c-l5r0,Tikal national park,267,▲GUATEMALA TRAVEL DIARY▲ Tikal National Park,20151127
v3bDMldpaLs,Tikal national park,641,TIKAL IN 8K - IMMERSIVE 360° VR EXPERIENCE - GUATEMALA,20200130
0ADE4oz8ePA,Tikal national park,294,Tikal National Park,20140531
R-OjC_-d18g,Timbuktu,273,Mali: A Timbuktu Adventure: Any peace to keep? BBC News,20151120
pA8mkaYPJFY,Timbuktu,54,"Timbuktu Drone footage, Kakondji village",20170611
ZHImKeCeLMA,Timbuktu,15,drones to Timbuktu?,20121023
40ehHbdi95o,Timbuktu,335,The hidden treasures of Timbuktu - Elizabeth Cox,20201022
Ls8XQRd8SDY,Timbuktu,128,Timbuktu clip - A visit,20150526
HbdpGE3Th8Q,Timbuktu,164,The Sankoré University of Timbuktu,20200208
muB-1mFFtDE,Timbuktu,148,【4K】Drone Footage | Visiting West Africa - MALI 2019 ..:: Cinematic Aerial Film,20190503
BzBCl9kcdqc,Timbuktu,3571,BBC: The Lost Libraries of Timbuktu,20150902
8yOfimHhARw,Timbuktu,199,«Timbuktu Fasso» - Fatoumata Diawara & Amine Bouhafa,20141212
b3IUXgm58JY,Timbuktu,1425,Timbuktu's Lost Treasures | Unreported World,20191208
j4V-QAzKQ3A,Timbuktu,177,Timbuktu (UNESCO/NHK),20130326
p6hDuwNQTRU,Timbuktu,210,Schulfilm: 360° - die GEO-Reportage - Timbuktu (DVD / Vorschau),20161020
esvycD1O3cM,Timbuktu,363,The dark history of bananas - John Soluri,20201102
AgpWX18dby4,Timbuktu,36000,Open Ocean: 10 Hours of Relaxing Oceanscapes | BBC Earth,20180530
DfVlPSRxCU8,Timbuktu,440,Jerome Sydenham & Dennis Ferrer - Timbuktu (Pan African Electro Dub),20140731
Ah6RXriNH_M,Vatican city,709,Severe storms  in Sicily: Catania flooding and destruction,20211027
5hdCsf0l59c,Timbuktu,520,Is Timbuktu a Real Place?,20191026
TnbQid8e_AA,Timbuktu,218,Timbuktu Fasso,20180730
J7jd6Ua6U8I,Timbuktu,58,Timbuktu clip - A song,20150531
mjDtG6W_Ge8,Timbuktu,717,MALI - Africa - Timbuktu,20110125
zr42mAOdoVs,Timbuktu,2994,How Timbuktu became a dangerous city | VPRO Documentary,20190919
b0QuTqtYZwY,Timbuktu,318,The City of Timbuktu,20190803
LrqkauCvxqg,Timbuktu,800,Life on 2 Wheels Part 5. – On the way to Timbuktu,20200228
GVVNK574gFI,Timbuktu,90,Timbuktu Art Colony,20120319
9ALlZNCcikk,Timgad,1043,Timgad on BBC....تيمقاد، باتنة على ال,20170307
sleKFfvj9I4,Timgad,137,Timgad (UNESCO/NHK),20100603
AjACdLD9Mzk,Timgad,259,TIMGAD: Une Cité Antique Romaine Unique Au Monde Batna_l'Algérie /تيمقاد باتنة,20200513
fkZj1SR0dv4,Timgad,160,"La Magie des Balcons du Ghoufi , M'Chouneche et Timgad (Batna, Algerie) en 4K (Drone Mavic Pro)",20180221
U5sD57J9FlY,Timgad,364,El Kantara Vue du Ciel en 4K Biskra Algeria (Drone Mavic Pro),20180405
e0exFhvPLuQ,Timgad,166,Mosquée Omar Ibn Al-Khattâb El Kantara Algeria 4K (Drone Mavic Pro),20180205
5hl9-w50grY,Timgad,299,Ancient city of Timgad  BATNA,20140424
EWZVXQdangI,Timgad,76,Timgad - BATNA vue du ciel complet,20160529
zLhLPRePeoY,Timgad,148,Ancient Roman theater in Timgad,20190312
iVjN9cL-qCs,Timgad,1395,"Timgad, Algeria: Roman African Fortress, Ancient Grid, Berbers, Antiquity, Antiquitech, Old World",20210623
l87f16qyw1E,Timgad,1032,ALGERIE AU TEMPS DES ROMAINS AVEC MARY BEARD,20170226
1gxnvK738UI,Timgad,586,The Ancient Roman town of Djémila in Algeria,20210103
GrHy285Meqg,Timgad,904,Centre ville d'Alger vu par des russes..  الجزائر البيضاء بعيون إليڢتينا و داريا الروس,20180208
bmNe7aBEer8,Timgad,300,These People Are So Nice! (ALGERIA),20190625
VswGF4ZdAAw,Timgad,819,Centre ville De Batna,20190506
eHgosIA30Z4,Timgad,309,She Cooks The BEST DAMN African Food!,20181020
3dai2NoI_rI,Timgad,490,"Batna, Algeria, Amazing NEW ♥ باتنة الجزائر روعة",20171224
5BitAbCYSQY,Timgad,9056,Bird's Eye View of Ukraine - 4K 10 bit Color Aerial Footage - 2 Hour Ambient Drone Film,20190903
ER0G2S9r7aE,Timgad,644,"Photos of Africa, taken from a flying lawn chair | George Steinmetz",20180124
5xfjdJTcXU8,Timgad,141,Timgad (UNESCO/NHK),20100603
1stI_OjVZSg,Timgad,564,Si l'histoire de Timgad m'etait racontée Part 1,20090902
fuJzpb4v2t8,Timgad,56,Timgad 3D,20200419
zim5sMuAje4,Timgad,368,10 Shocking Facts about this | Ancient Roman City | TIMGAD,20200923
XmxBfkfDqqM,Tipasa,256,video 4k drone sidi amar (tipaza algerie) voyage Algerie drone 4k,20170803
q35n0HY7P-4,Tipasa,175,Drone Alger Tipaza,20180603
IiMJPzGKC6w,Tipasa,167,CHINOUA plage vue de ciel (tipaza) cinematic video,20201017
k9BESczX5Rk,Tipasa,540,"Tipaza, Algeria, Amazing NEW ♥ تيبازة الجزائر روعة",20180827
2K55lMApUs4,Tipasa,188,"TIPAZA , ALGERIA | TRAVEL VIDEO",20201021
TpXtSjBFxJw,Tipasa,533,Top 10 Endroits à Visiter sur la Ville de Tipaza Algérie تيبازة,20210220
jiaDtzAq8VM,Tipasa,193,✅ Algérie   Plateforme mecatronique de bousmail   tipaza   fabrication de drones multifonctions,20180518
oS54mPWfdXo,Tipasa,87,F31 Dragon Drone -  El Dronu ( Türkiye'nin İlk Ve Tek El Dronu! ),20190207
l3kuCwcS5Uw,Tipasa,161,Desert From Above ✔ 2017✔ الصحراء كما لم تراها من قبل ؟؟؟؟✔ DRONE CAMERA,20170319
uMjLhVpA-Do,Tipasa,59,Bou ismaïl - Tipasa,20201128
SWjII7mxaZg,Tipasa,135,Algerian Drone (UAV)  AMEL 2 -700,20160126
OrvA2R62vPU,Tipasa,218,ORAN - Algeria (Wahren) - Helicopter Footage - VUE DU CIEL [HD],20150721
KYlHB9pq7Dk,Tipasa,140,Top 10 Places To Visit in Algeria | Algeria Tourist Attractions: Travel Algejria,20170309
N6t7_RAuR4g,Tipasa,180,À la découverte de Béjaïa - L’Algérie une destination touristique incroyable - 4K Drone,20200207
rutHrumwabA,Tipasa,129,ORAN VUE DU CIEL 4K | وهـران نظـرة من السمـاء,20170725
KBGcls2-_T0,Tipasa,917,"DJI Mavic Pro Test: Videoqualität, Reichweite, Flugzeit, Funktionen und Preisvergleich",20170921
7IBtm-I6x8c,Tipasa,331,الجزائر  العاصمة تيبازة نظرة من السماء alger tipaza algérie vue de ciel HD 2017,20171123
hNHBwPh5x-U,Tipasa,149,Tipasa like you've never seen it before | The beauty of Tipaza 👑😱,20210521
miA8M9trX38,Tipasa,190,#ALGERIA From The #Sky - ALGERIA By #Drone الجزائر بلاد العجائب,20210902
qg5d7C8kj9k,Tipasa,66,TIPAZA 4K,20180404
lW79dJYmKHA,Tipasa,217,wafia tourism visite de Tipaza .,20201107
YNB23hEoL74,Tipasa,189,Village PortBail drone part 1  4K,20171106
7879T8ydHZo,Tipasa,113,Drone Days 2019,20180728
O8aNLEzJR9E,Tiya,830,Best Drones of the Year ➜ TOP 10 RTF Drones with Camera,20160524
2U4Fpb5_d4w,Tiya,234,Epic little Quadcopter with camera and Review and unboxing of the KY901 drone,20170922
c2AWiXIfHpA,Tiya,208,Macaw Parrots | claylicks of tambopata,20180921
FZxbLSbPtbM,Tiya,820,#TiyaKutty #HoverBoard കൊണ്ട് Roadൽ ഓടിക്കുകയാണ്.ആദ്യം #പേടിച്ചുപോയി.നിങ്ങളുടെ അഭിപ്രായം #Comment,20210224
0fTq141Lci8,Tiya,488,Top 8 Best Drones For Kids 2021 | Kids Drone With Camera,20210422
nI7RfvAd5tU,Tiya,1252,HOVERBOARD UNBOXING + FAILS,20150830
cFKX-_R7Pqo,Tiya,337,Rene lokwa mabele international_clip_officiel_tia_Mopepe,20200807
E53FV557VkQ,Tiya,319,The Ethiopian Tiya Stones & Gobekli Tepe,20170406
sdqhRGdJf4Y,Yinxu,690,5 Best Smallest Mini Nano Quadcopter Drones With Camera | Popular Micro Drone today,20161227
MBIO1P1PczY,Yinxu,774,Top Best High-end Drone with Camera ! Best Drone for Aerial Photography,20160926
7YECu4-TIyA,Tiya,246,4K DRONE AUDIT - 1st Amendment - Victoria BC Police Headquarters - [First DJI Mini 2],20210512
pypH7p1Nkkw,Tiya,23,ഈ പാട്ട് ആരുടെയൊക്കെ #Favorite ആണ് #Comment #Tiyakutty #Thennal #Chakki #Dron FirstTime #Drone,20211003
gYx283oFzwc,Tiya,83,Tiya Stelae Field,20130517
qCs0pm_D_hM,Tiya,1322,Colors for Children to Learn with Toy Trains - Colors Videos Collection,20170301
RD8jj3W6byc,Tiya,3799,Nastya and a newest collection of fictional stories for children and their parents,20210228
pGufHSF2Sls,Tiya,3205,Maggie and Diana kids show COLD VS HOT new kids videos!!,20210518
FhXNVpXB-wo,Tiya,891,"Ashra Kwesi Speaks on Ancient Kushite Astronomy, Nabta Playa and Tiya",20120816
Ej0XV5hKpK8,Tiya,1330,Nastya and Watermelon with a fictional story for kids,20201215
XIMPnEWsPN8,Tiya,481,I Broke The DUMBEST Minecraft World Records..,20210704
xWnnYVZ3g34,Tiya,688,Parents check kid's search history...,20210726
PwylW_sUfQY,Tiya,73,"Real Bird's Reaction to Digibirds, Part 2",20150202
hreApq97WQg,Tiya,919,#Tiyakutty വരച്ചതിലേത് ചിത്രമാണ് നിങ്ങൾക്ക് ഇഷ്ടമായത് #Comment ചെയ്യുക,20210123
Ay3-80dzsQM,Tiya,1499,#Tiyakutty #AdvikKuttan ആദ്യത്തെ #Helicopter യാത്ര.ഇതിലും മികച്ച #Surprise ഇനി സ്വപ്നങ്ങളിൽ മാത്രം,20210319
_dNPjqLyxSI,Tiya,327,5 Best Personal Aircraft - Passenger Drones and Flying Cars ▶️ 1,20170223
UFZJqxDB0t8,Tiya,723,✅5️⃣ Amazing  Flying Machine You Need to See,20170111
gwjGWardstk,Tiya,228,"Drohne Kalibrieren Potensic Brushless FPV Drohne mit 1080P Kamera, GPS D60 Kalibrierungs Anleitung",20200911
BlWAMH-_ceI,Tiya,145,MikanixX Spirit X009 Drone Quadrocopter Drohne Quadcopter First Flight Indoor erster Flug drinnen,20151205
1X34HDqC6Rw,Tiya,699,AI Drone First Look: Introducing The SKYDIO X2 COLOR!,20211027
SPPj75N8TZ0,Tiya,953,#Tiyaകുട്ടിയും #Advikകുട്ടനും #HiLiteമാളിൽ #ToyShopping.പുതിയ #Toyയ്ക്ക്പറ്റിയ പേര് #Commentചെയ്യണേ,20210304
lgv1R9lm1CE,Tiya,59,#HighSpeed #Drone #BestToys #Drones & #RemoteControlRadio  #Shorts #Helicopterdrone,20211010
IIJ6JMHa72w,Tiya,541,Drone ക്യാമറയിൽ പതിഞ്ഞ തമാശകരമായ സംഭവങ്ങൾ/viral incident on camera/#factsmojo/#Top_10_malayalam,20210105
DzgvFOC_vD8,Tokaj wine region historic cultural landscape,158,Tokaj Wine Region Historic Cultural Landscape (UNESCO/NHK),20100603
KIRqJojXmSI,Tokaj wine region historic cultural landscape,249,Tokaj Wine Region - UNESCO World Heritage Site,20171117
ahPAOXSgwUw,Tokaj wine region historic cultural landscape,90,"Tokaj Wine Region, Hungary - World Heritage Journeys",20190919
wIh6WgRMhAo,Tokaj wine region historic cultural landscape,228,Tokaj Wine Region Historic Cultural Landscape to participate in Venice exhibition,20150205
UfbUeYxlM0o,Tokaj wine region historic cultural landscape,163,Ttokaj hungary  Tokaj Wine Region Historic Cultural Landscape,20170203
Y9nYBogGMUM,Tokaj wine region historic cultural landscape,783,Tokaj-Hegyalja Wine Region - Hungary and Slovakia - Travel & Discover,20180116
sBrpRe911Yc,Tokaj wine region historic cultural landscape,60,Tokaj Wine Region 60sec,20181107
v1W_V6q1tVc,Tokaj wine region historic cultural landscape,216,Tokaj Wine Region,20181106
KdtNWCZddkg,Tokaj wine region historic cultural landscape,81,Tokaj - More than sweet!,20180308
wJG_A4WxxB8,Tokaj wine region historic cultural landscape,1220,24 Hungary - Unesco World Heritage sites (Natural sites and Cultural Landscapes),20210311
xux60CT5uBg,Tokaj wine region historic cultural landscape,531,Hungary - Tokay - The wine of Kings and the King of wines,20160304
25S8CrOcF60,Tokaj wine region historic cultural landscape,634,Winecast: Tokaji,20180403
DhUAlJMD_DY,Tokaj wine region historic cultural landscape,373,5 IJESZTŐ VIDEÓ AMI ÉLŐ ADÁSBAN TÖRTÉNT😰,20210311
AairvkF_jHg,Tokaj wine region historic cultural landscape,1350,Tokaji kádármester - Hudák István (Donga),20111010
3muF0TXquKI,Tokaj wine region historic cultural landscape,332,Magyarország turisztikai kampányfilm.VOB,20110603
XiU5jBIV1fc,Tokaj wine region historic cultural landscape,760,10+ Surprising Facts About Hungary,20181010
j7q0Y_JZMrg,Tokaj wine region historic cultural landscape,218,WOW Hungary – Wellspring Of Wonders,20181017
7ASVKXT8EkM,Vineyard landscape of piedmont langhe roero and monferrato,197,Colours of Langhe Roero - Italy,20170405
6F4Vnc8GuZI,Tokaj wine region historic cultural landscape,191,"Tokaj wine region of Hungary, short",20210630
ofsVN5zHTq0,Tokaj wine region historic cultural landscape,184,Royal Tokaji: History,20140428
Wr1A89-ORPE,Tokaj wine region historic cultural landscape,223,Tokaj is the only one,20161125
1hXvY1AEcFM,Tokaj wine region historic cultural landscape,285,Tokaj,20191113
Ali4f4Mnpes,Tokaj wine region historic cultural landscape,1940,Tokaj Winetrade Film,20141218
KdKhjVhSFJg,Tokaj wine region historic cultural landscape,1592,Come With Me To Hungary - the Tokaj Wine Region,20150310
Wl6IUy4rEPQ,Tomb of askia,151,Tomb of Askia (UNESCO/NHK),20130326
j0dhiv9xfFk,Tomb of askia,317,"Tomb of Askia, Gao, Mali",20200418
PV7KA5WQuDE,Tomb of askia,457,Tomb of Askia Presentation,20151126
syAuhneFY0I,Tomb of askia,94,Timbuktu Tomb of Askia Mali Liverpool Docks,20120629
8rTCoZ5PFqw,Tomb of askia,338,Tomb of Askia: Heritage Under Threat,20150331
48nfH4UmkPk,Tomb of askia,114,Discovering Mali's 5-century monument,20170807
7K0eZNSZKjI,Tomb of askia,280,Preview Of An Upcoming Major Video About The Mysterious 100 Ton Stone Boxes In A Tunnel In Egypt,20211018
zCufTDc4BOQ,Tomb of askia,1380,Cerita lucu bersama Vlad dan Nikita,20200812
FIYXCTs1FYQ,Tomb of askia,1567,Streets of Mali: The Bobo People,20161211
GImD5Z6vTF8,Tomb of askia,563,GAO : Film documentaire,20191127
SDYockbL07M,Tomb of askia,127,"Egitto, aperti dopo 2500 anni due sarcofagi: ecco cosa hanno trovato gli archeologi",20201005
jjdOlv82kPE,Tomb of askia,294,Journey Down The Nile River - Amazing Egypt,20130908
GXaeRDHCmKI,Tomb of askia,2747,Kaawteef🛑Adji sarr bimou démé si hôpital bi docteur bi néna...sonko meunatouma guéne senegal....,20210928
FZ_9U-M7Mrc,Tomb of askia,234,"Bamako City, Capital of Mali.",20201122
6d0FpVTH8ac,Tomb of askia,59,Part8 #dronevideo #atomium #brussels,20211027
f8WbtuxS55Q,Tomb of askia,60,Part 12 #dronevideo #atomium #brussels,20211027
xbrYAzcUoAw,Tomb of askia,222,Kom El Shaqafa—Ancient Roman Tombs in Alexandria,20201129
lvN0ep2FV1w,Tombs of buganda kings at kasubi,201,Kasubi Tombs Kampala Uganda - burial grounds for kings of Buganda Kingdom (Kabakas),20180907
NGRx7iidt-E,Tombs of buganda kings at kasubi,208,Discover Uganda's Kasubi Royal Tombs,20150614
OsHE7VsACFM,Tombs of buganda kings at kasubi,233,KASUBI TOMBS ll A WORLD HERITAGE SITE ll WHERE FOUR KABAKAS (KINGS OF BUGANDA KINGDOM) ARE BURIED,20200910
6ApMEs4VO2E,Tombs of buganda kings at kasubi,685,Kabaka Ronald Mutebi The Most Guarded King in The World,20181015
0Ck8_BsBlkQ,Tombs of buganda kings at kasubi,196,Narrated Introduction to the Royal Tombs of Kasubi,20090811
dky7FtaTtGI,Tombs of buganda kings at kasubi,318,Where Baganda Kings desappear/Kasubi Tombs/UNESCO Heritage,20180727
NwesT22xgiE,Tombs of buganda kings at kasubi,167,Kasubi tombs again on fire,20211013
OP9jtPvM5z4,Tombs of buganda kings at kasubi,165,SEE WHAT  KATIKKIRO MAYIGA DOES IN KASUBI TOMBS!,20210924
ettNgoZKiRg,Tombs of buganda kings at kasubi,60,A tour to Kasubi tombs in Kampala,20170618
1NBzlI8ppF8,Tombs of buganda kings at kasubi,28,"Wamala King's Tombs - Kampala, Uganda",20201015
eXRbytIG23U,Tombs of buganda kings at kasubi,175,Katikiro of Buganda Visits Kasubi Tombs | SEETVUPDATES,20210923
YZN-M56Dk0Q,Tombs of buganda kings at kasubi,63,"SYND 01/04/71 BODY OF FORMER KING KABAKA OF UGANDA, LIES IN STATE",20150721
U9v-72XrmJw,Tombs of buganda kings at kasubi,684,"Kabaka Ronald Muwenda Mutebi Wife, Children, Age, Family and Buganda Kingdom History",20200819
mz75LeOwvIY,Tombs of buganda kings at kasubi,1032,Kampala City Tour,20200826
V-J_FRf9uRc,Tombs of buganda kings at kasubi,255,SFC tightly guards Museveni in the barracks among other soldiers with guns,20190316
CcGrzcml4Qc,Tombs of buganda kings at kasubi,164,Dr AM Obote Talking About Baganda and Catholics,20170729
s6Us8wGV1nA,Tombs of buganda kings at kasubi,558,Kampala 4K In 10 Minutes | Ugandan Capital City,20201021
v4RaXG97uOE,Tombs of buganda kings at kasubi,148,Ngorongoro Crater Africa,20190211
yt1O2ltGlwg,Tombs of buganda kings at kasubi,401,Hardworking Man making live Banana Chips | Indian Street Food,20191219
-IwlcuZnpVA,Tombs of buganda kings at kasubi,110,Kabaka in ceremonial thatching of Kasubi tombs,20210930
0fw3dCKYIi4,Tombs of buganda kings at kasubi,117,Kasubi royals grieve for lost lifeline,20100319
mKyp9IqHvoE,Tombs of buganda kings at kasubi,123,Buganda Kingdom still demands report on Kasubi Tombs fire.,20211014
7h_sp8p8jEI,Tombs of buganda kings at kasubi,115,Kasubi tombs before the fire,20100317
AJethDZg6RQ,Tombs of buganda kings at kasubi,145,HISTORY OF THE ORIGIN OF THE BAGANDA PEOPLE,20181107
yOFFopgCEoI,Tombs of buganda kings at kasubi,119,Burnt tombs retain UNESCO status,20100318
D6WFlIvbXck,Tombs of buganda kings at kasubi,249,"History of Kabaka's Lake, the largest hand dug lake.",20160229
N2rAERD32pc,Tongariro national park,159,"Tongariro National Park (Aotearoa, New Zealand) 4K Video Drone Cinematics Winter",20200920
boN-1FjrrSM,Tongariro national park,210,Tongariro Alpine Crossing 2021 (Hiking) | New Zealand | 4k Cinematic | Drone,20210218
fefY8Mx63bc,Tongariro national park,12,"[FREE VIDEO] Tongariro National Park, drone video 4K/HD, New Zealand",20190114
7D_LXIZrCek,Tongariro national park,156,"Drone footage of Emerald Lakes, TONGARIRO National Park, NZ",20200208
m3mjzR9E6Go,Tongariro national park,109,Tongariro national park 4k,20170716
inmOwAaGGMc,Tongariro national park,457,The Tongariro Alpine Crossing: Alpine Tramping (Hiking) Series | New Zealand,20181204
fqOwqNkLkwQ,Tongariro national park,377,Mt Doom  - Tongariro Alpine Crossing  -  National Park - New Zealand - Jan2017 - Phantom4 -Drone HD,20170112
H1lWZIj7GHM,Tongariro national park,56,Tongariro - Drone 4K - New Zealand,20180924
vCutqcUrWQA,Tongariro national park,677,Tongariro Alpine Crossing MUST SEE DRONE SHOTS New Zealand - REISVLOG #13,20190220
B5LMnjnLgzo,Tongariro national park,641,Epic Volcanoes & Beautiful Waterfalls | Tongariro National Park | New Zealand Guide #4,20200503
GNec-lD9ZOY,Tongariro national park,73,New Zealand Tongariro National Park | Mt Ruapehu Drone View  (Please subscribe),20200805
fHCemviY06Y,Tongariro national park,179,Travel New Zealand in a Minute  - Aerial Drone Video | Expedia,20160803
ETy9WSja11g,Tongariro national park,196,NEW ZEALAND | 8K UHD,20210425
zUQbR25k9fM,Tongariro national park,179,Tongariro National Park (UNESCO/NHK),20131105
oEZp7ow1zf4,Tongariro national park,90,Tongariro Alpine Crossing 19km hike.  Mavic Pro drone,20170216
uC13mWkrrqs,Tongariro national park,117,Tongariro National Park,20170919
hppgloqoWCk,Tongariro national park,296,"Drone-ando 28, Tongariro Serkodians, New Zealand",20161219
w8I5dwcuya8,Tongariro national park,163,"Mount Ngauruhoe, the Lord of the Volcanoes - Tongariro National Park - New Zealand 2017",20170411
bmhYnhmLrgM,Tongariro national park,143,Tongariro National Park - New Zealand Vacation Travel Video Guide,20210319
ul6gBsEGtYE,Tongariro national park,447,New Zealand - Tongariro Crossing,20210207
yX8bSfcrzVg,Tower of hercules,17,Bird chasing drone - tower of hercules -Spain,20180802
PNSzwenfqas,Tower of hercules,226,"THE TOWER of HERCULES (TORRE de HERCULES) near A CORUNA, NORTHERN SPAIN",20130910
rmqwbVLBmJQ,Tower of hercules,177,Tower of Hercules (UNESCO/NHK),20140520
dCi7KpRkHSY,Tower of hercules,61,Top Painting Drones - Drones that Paint (Cardinal Pro Painters BLOG),20171108
_FP-N1tWAE0,Tower of hercules,141,Mobile Tower 3D Model Drone Inspection,20200907
WPu7E4QhNvM,Tower of hercules,226,"Spain 4K - Torre De Hércules, Coruña",20190913
8JddjmDA9AE,Tower of hercules,60,Hercules 20 - DRONE VOLT - ENG,20170515
viDHzw_ys2o,Tower of hercules,115,Tower of Hercules - UNESCO World Heritage Site,20170412
uWUCh_Q0rFI,Tower of hercules,38,Droneando en la Torre de Hércules,20180317
xu6k1D1FTYI,Tower of hercules,81,Hercules 10 SPRAY - DRONE VOLT,20170331
STesLapyiLw,Tower of hercules,195,Phantom 4 crashs nearly into Berlin TV Tower - Huiuiuiui....,20170127
zsIwTF9oYAk,Tower of hercules,573,MIND BLOWING MOMENTS CAUGHT ON CAMERA!,20210617
J8TlqWuf6E8,Tower of hercules,936,10 Last Words From Black Box Airplane Crashes,20181201
5Ka1AP0TEz8,Tower of hercules,240,BERLIN von oben - BERLIN from above in 4K-UHD - Aerial View - Luftaufnahmen - Drohne,20180610
qolVbGF99sk,Tower of hercules,538,"Telecom Mast Inspection. 'How to' Guide. DJI Smart Controller, Mavic 2 Pro, Phantom 4",20201014
aB7J9hAOu1E,Tower of hercules,111,HERCULES INDUSTRIAL DRONES PROMO VIDEO,20200408
M7oNxqvZnqg,Tower of hercules,119,Window Cleaning Drones,20181211
kbHzOeknseo,Tower of hercules,505,playing tower of hell/noob ako mag tower😅,20211028
7udO7o3fxLk,Tower of hercules,12,Torre de Hércules con el Drone,20180219
UjYLG6ScwX4,Tower of hercules,75,Beautiful places to visit in Spain. A Coruña | Torre Hércules | Drone footage,20200414
Qm_33P3KyKY,Tower of hercules,728,How To Make Money With Your Drone - Telecommunications,20191210
r2v4MARmMNE,Tower of hercules,700,"Drones in Telco - Opportunity, Background & Gear explained!",20211011
SZFg7KzBu0E,Tower of london,198,Architecture in the Central City Of London. Drone  tour of Tower of London and modern buildings,20210804
slj0z95KczE,Tower of london,33,TOWER OF LONDON EARLY SUNRISE DRONE STOCK,20210727
_CqWuphG1iE,Tower of london,102,Tower of London,20161129
LloGCrVyeTs,Tower of london,240,London Drone 4k Tower Bridge,20200608
TxWY6tKgN78,Tower of london,98,Riding the wave: drone-view of Tower of London poppy field,20141109
ZufEMrx3SSo,Tower of london,647,London England - From Above Incredible Aerial Views - Drone Footage 2021- Flying Over England UK,20211027
k-9FBP8MfC4,Tower of london,102,"TOWER BRIDGE, LONDON!! 4K",20181005
dB5MLNtzt20,Tower of london,717,"London, England 🇬🇧 in 8K ULTRA HD 60FPS  by Drone",20211022
4zeFeWpoeds,Tower of london,240,London Aerial View - by Drone (Tower Bridge - London Eye - Hyde Park),20200902
_NVTwTBzdl4,Tower of london,79,Stunning drone footage captures the Tower of London's sea of poppies,20141111
LO71VXmYskQ,Tower of london,241,London City UK by Drone - London Drone - Tower Bridge London Aerial View 2021,20210926
yI98xvBJ0i4,Tower of london,555,London Eye Landmark 2019 - 4K Ultra HD,20180516
1JedcrGpqb4,Tower of london,576,Ain Dubai: World's Tallest Observation Wheel | Premium Cabin | Bluewaters Island,20211022
MTPpm6ZF1Io,Tower of london,451,"Jakarta, Indonesia 🇮🇩 in 8K ULTRA HD 60FPS at night by Drone",20211018
DyjeXhg8F4k,Tower of london,437,Ain Dubai (Dubai Eye) Opening Fireworks Biggest and Tallest Observation Ferris Wheel in the World,20211021
8AwIJZj07s8,Tower of london,1169,Everyday Objects in Macro in 8K ULTRA HD / 8K TV,20201216
xbaCIvHsUO4,Tower of london,571,2012 - TOWER OF LONDON,20130226
jw5I0DqmPnA,Tower of london,296,SHOCKING UFO MANEUVERS SPOTTED | The Proof is Out There (Season 2),20211026
JbK3-hEP0DA,Tower of london,3845,Tower of London Tour | A Virtual Walk through the Inside of the Tower,20210930
