id,place,duration,title,date
xv_0tpSn_6s,18th century royal palace at caserta with the park the aqueduct of vanvitelli and the san leucio complex,173,"18th-Century Royal Palace at Caserta with the Park, the  ... (UNESCO/NHK)",20140520
WLbGooeJHbg,18th century royal palace at caserta with the park the aqueduct of vanvitelli and the san leucio complex,120,Aqueduct of Vanvitelli and St Leucio complex - Caserta - Italy,20101024
mmpHqNGda70,Archaeological area and the patriarchal basilica of aquileia,77,"Caserta Royal Palace and Park, Italy - World Heritage Journeys",20190429
HIHRW8DLqFg,18th century royal palace at caserta with the park the aqueduct of vanvitelli and the san leucio complex,223,Royal palace Caserta   #linooffthebeatenpathseries,20210522
hB8_td6HOYw,18th century royal palace at caserta with the park the aqueduct of vanvitelli and the san leucio complex,90,"Aqueduct of Vanvitelli - Benevento, Caserta, Italy - DJI Mavic Pro - 4k - Drone",20180505
n88Mbk1F1TM,18th century royal palace at caserta with the park the aqueduct of vanvitelli and the san leucio complex,291,Aqueduct of Vanvitelli and St Leucio complex Travel,20140810
CyiMlcRKE9w,Pont du gard roman aqueduct,153,Aqueduct of Vanvitelli Drone Tour (World Heritage Site),20191011
nG4eC_Ou4mQ,18th century royal palace at caserta with the park the aqueduct of vanvitelli and the san leucio complex,35,Acquedotto Carolino,20170508
c9h5gF62jM8,18th century royal palace at caserta with the park the aqueduct of vanvitelli and the san leucio complex,254,Royal Palace at Caserta - UNESCO World Heritage Site,20180409
igwgY7MuqzI,18th century royal palace at caserta with the park the aqueduct of vanvitelli and the san leucio complex,328,Caserta Royal Palace by Valoridinapoli.it,20080312
YYfPtRt5Zcw,18th century royal palace at caserta with the park the aqueduct of vanvitelli and the san leucio complex,128,"Aqueduct of Vanvitelli (Carolino), Valle di Maddaloni, Caserta, Campania, Italy, Europe",20190404
xFVINtY3DAI,18th century royal palace at caserta with the park the aqueduct of vanvitelli and the san leucio complex,54,Royal Palace of Caserta - the World of Wonders project,20111024
O6liLU9oDHg,18th century royal palace at caserta with the park the aqueduct of vanvitelli and the san leucio complex,285,"The park at ""La Reggia"", Caserta, Italy",20061004
m7Sd6-jx8kM,Westminster palace westminster abbey and saint margarets church,1020,OLD SARUM: THE ABANDONED MEDIEVAL CITY | RUINS OF ROYAL CASTLE AND FIRST SALISBURY CATHEDRAL,20211026
gL2sJNuc1_w,Royal palaces of abomey,540,"Royal Palace of Caserta, Italy HD",20180103
mZRTV6KA1Tc,Crespi dadda,239,"La Reggia di Caserta, l'ottava meraviglia",20170404
i75q5pGA8uE,18th century royal palace at caserta with the park the aqueduct of vanvitelli and the san leucio complex,301,Tuscany Hill Town Drone Tour [4K Mavic 2 Pro],20190922
i_fkeMT2BI8,18th century royal palace at caserta with the park the aqueduct of vanvitelli and the san leucio complex,828,"Versailles, France - Palace of Versailles (2018)",20180623
CvnroN73Le8,The trulli of alberobello,6234,"Matera, Italy Walking Tour [4K | 60fps]",20191207
b7Sam8oG84o,18th century royal palace at caserta with the park the aqueduct of vanvitelli and the san leucio complex,238,"Majestic Italian castle for sale | Milan, Italy - Ref. 0562",20171128
WdgfRdSBrWA,18th century royal palace at caserta with the park the aqueduct of vanvitelli and the san leucio complex,110,Caserta Wars,20081014
fEYA5glblDM,Palace and gardens of schnbrunn,783,Schönbrunn Palace - Schloß Schönbrunn 🇦🇹 Vienna Tourist Guide Travel & Discover,20140405
aIYKvoAMqss,Pont du gard roman aqueduct,118,Roman Aqueducts,20131106
WvJQ9aydpjY,18th century royal palace at caserta with the park the aqueduct of vanvitelli and the san leucio complex,255,Sawadì: Unesco World Heritage,20210615
BvXbTPW_k8o,18th century royal palace at caserta with the park the aqueduct of vanvitelli and the san leucio complex,571,Royal Palace of Caserta - Dining at The Bourbon's Table.,20161216
vR1q1R9fmkM,18th century royal palace at caserta with the park the aqueduct of vanvitelli and the san leucio complex,120,Vanvitelli's Aqueduct and St.Leucio Complex - Caserta - italy,20101024
x8SVyOKOKyY,18th century royal palace at caserta with the park the aqueduct of vanvitelli and the san leucio complex,73,Promo Royal Palace Caserta,20151230
Kk-WXjT4BZQ,18th century royal palace at caserta with the park the aqueduct of vanvitelli and the san leucio complex,291,Royal Palace of Caserta,20170506
FQiobGaXcac,18th century royal palace at caserta with the park the aqueduct of vanvitelli and the san leucio complex,150,Places to see in ( Caserta - Italy ),20180130
tiOWB4cff7U,18th century royal palace at caserta with the park the aqueduct of vanvitelli and the san leucio complex,197,"Royal Palace, Caserta",20120719
dBpQK7qku_A,18th century royal palace at caserta with the park the aqueduct of vanvitelli and the san leucio complex,3597,The Royal Palace of Caserta or Reggia di Caserta.  AMAZING HUGE UNESCO Palace - Caserta Italy - ECTV,20210722
BaAv0IwoqlE,20th century architecture of frank lloyd wright,322,"Frank Lloyd Wright and the 20th Century, Build Academy",20161108
7KNtHl8xguI,20th century architecture of frank lloyd wright,888,Frank Lloyd Wright on Forms Of Architecture and His Son's Houses | Omnibus With Alistair Cooke,20200921
vE0JFt9Qpoo,20th century architecture of frank lloyd wright,320,Top 5 Lost & Found Frank Lloyd Wright Buildings!,20210910
4jeYZZ1kuzY,20th century architecture of frank lloyd wright,1512,"1962, THE 20TH CENTURY,  ""FRANK LLOYD WRIGHT"" narrated by Walter Cronkite",20200412
bC9ipWcYnQc,The architectural work of le corbusier an outstanding contribution to the modern movement,259,Fallingwater House by Frank Lloyd Wright,20180130
3w8L6fAMzPM,20th century architecture of frank lloyd wright,1575,Frank Lloyd Wright - Photos Out Of The Archives,20211013
DVOk4qS-6Mg,20th century architecture of frank lloyd wright,496,Frank Lloyd Wright On Architecture | Omnibus With Alistair Cooke,20200921
09pbyvsDz54,20th century architecture of frank lloyd wright,551,Architecture CodeX #24 Falling Water by Frank Lloyd Wright,20200902
mnLyBB1ZCv8,20th century architecture of frank lloyd wright,250,Frank Lloyd Wright's Architecture : Robie House Tour in 4 Minutes,20211011
bs6lwLzdZ6s,20th century architecture of frank lloyd wright,3555,"Frank Lloyd Wright:  Murder, Myth and Modernism",20210115
_q8vC6QF1Ao,20th century architecture of frank lloyd wright,1971,John Lobell Frank Lloyd Wright and the 20th Century,20140326
qLbSkYOgoEQ,20th century architecture of frank lloyd wright,1042,15 Most Iconic Designs by Architect Frank Lloyd Wright,20190615
93L8JUedYwk,20th century architecture of frank lloyd wright,2192,TOURING The Frank Lloyd Wright House in Ebsworth Park (Kraus House) | This House Tours,20211008
bHhYL-wdXF4,20th century architecture of frank lloyd wright,336,Inside the Incredible Renovation of Frank Lloyd Wright Prefab House I Home Tours I HB,20200804
mrPyJb_K_6E,20th century architecture of frank lloyd wright,293,The Robie House: A Virtual Visit,20200525
rAmeoNYO9Tc,20th century architecture of frank lloyd wright,392,"Open Space | The Ablin Residence, by Frank Lloyd Wright, 1958-61",20200531
LcaHAQWneCg,20th century architecture of frank lloyd wright,415,"Frank Lloyd Wright's Still Bend in Two Rivers, WI",20190119
E7cO_cvg95Y,20th century architecture of frank lloyd wright,310,FALLINGWATER - TOUR of FRANK LLOYD WRIGHT'S ACHITECTURE - vlog,20180829
NCjLqPLsYh4,20th century architecture of frank lloyd wright,305,Take a virtual tour of Frank Lloyd Wright’s Robie House,20200416
1HGVAURTGs4,20th century architecture of frank lloyd wright,276,Fallingwater House | Frank Lloyd Wright | Eterna Magazine,20201108
ENtku3xe_c0,20th century architecture of frank lloyd wright,404,A walking tour of Fallingwater - An architectural masterpiece by Frank Lloyd Wright,20200927
YjR_DiHoOfo,20th century architecture of frank lloyd wright,597,Frank Lloyd Wright und das Guggenheim Museum NYC I/II,20100122
xZLxvKYGd1k,20th century architecture of frank lloyd wright,35,2206 Parklands Lane Drone Video | Frank Lloyd Wright 1958,20170420
2_WJzK1SQXo,20th century architecture of frank lloyd wright,276,Showcase: Frank Lloyd Wright Exhibition,20170630
roeJd4vsptU,20th century architecture of frank lloyd wright,343,Top 5 Famous Designs of Frank Lloyd Wright,20200731
-ac_PFBbP78,20th century architecture of frank lloyd wright,210,Frank Lloyd Wright Inspired Modern Masterpiece - DroneHub,20200830
upNT0OFyErM,The architectural work of le corbusier an outstanding contribution to the modern movement,695,Why Frank Lloyd Wright Was a Genius Architect,20200415
FpYhvn97Dic,20th century architecture of frank lloyd wright,543,A New American Architecture: Frank Lloyd Wright and the Prairie Style,20200425
6MMZLfMRAnU,20th century architecture of frank lloyd wright,443,Frank Lloyd Wright Foundation - Advancing the Way We Build and Live,20200409
-jwNiP-j2QM,20th century architecture of frank lloyd wright,179,Drone Flight: Frank Lloyd Wright Home,20190412
EJh_4YhqQnM,Aachen cathedral,58,#DailyDrone: Aachen Cathedral,20160913
K1smfH_I__Y,Aachen cathedral,58,#DailyDrone: Aachen Cathedral,20160831
TZ1idQj_Dbw,Aachen cathedral,230,AACHEN AKEN Drone 4K 🇩🇪 GERMANY DEUTSCHLAND Drohne Aerial Ultra HD,20200713
SAm6Awzqyr8,Aachen cathedral,417,Aachen Highlights by drone 2021,20210505
gV0j__Xr71Y,Aachen cathedral,427,Aachen Cathedral - Germany 4K Travel Channel,20200113
NaVdm52JMPw,Aachen cathedral,486,"Aachen Cathedral, Aachen, North Rhine-Westphalia, Germany, Europe",20140708
OOd2r9-5v2E,Aachen cathedral,1245,Aachen Cathedral Germany,20181108
LMMSKcTo9eM,Aachen cathedral,58,#DailyDrone: Aachener Dom,20160831
h99XA5vLkq0,Wartburg castle,763,12 Beautiful Towns to Visit in Germany 🇩🇪  | Part 1,20210302
fsmWAx-S24M,Aachen cathedral,505,"Aachen, GERMANY | VLOG53",20191027
iuB-iCAytx0,Palaces and parks of potsdam and berlin,223,"Which Country Do You LOVE The Most? | Munich, Germany",20210317
bi6ouwyctjs,Aachen cathedral,646,Ein Tag in Aachen | WDR Reisen,20200610
1HYZ5pPhFFA,Aachen cathedral,695,Aachen Walking Tour 2021 - Germany 4k 60fps - Winter Walk in the Snow,20210125
mlfsLb3W2f0,Aachen cathedral,218,Aachen - City of Spring in 4K,20160125
Lkhcu3DoX6U,Berlin modernism housing estates,456,Getting Lost in the Snowy German Harz Mountains | There's Snow Place Like the Harz Mountains,20210213
i-285FbVKpc,Cologne cathedral,410,"Cologne / Köln, Germany 🇩🇪 - by drone [4K]",20180921
EoobdaJ3_Ic,Aachen cathedral,551,RWTH Aachen University - CAMPUS TOUR,20210213
juev9hZR0Qc,Wartburg castle,256,Insider Tips: Berlin's Secret Places | Hidden Treasures in Berlin,20210403
pwIKmKxu614,Aachen cathedral,145,Aachen Cathedral  (UNESCO/NHK),20100603
PI-fMpalYVI,Aachen cathedral,295,Mission World Heritage:  Aachen Cathedral | Euromaxx,20150711
eK_D6K3_A2M,Aachen cathedral,1537,"Aachen Historic City, Cathedral (🎧Binaural Audio) - 🇩🇪 Germany - 4K Walking Tour",20200703
G932NLclD-A,Aachen cathedral,66,Aachen Cathedral in 60 secs | World Heritage,20120822
DCOi9jIrncQ,Aachen cathedral,273,Aachen Germany Umgebung / Surroundings Drone 4K,20210220
x2jLGJGuVxQ,Aachen cathedral,224,4K - Aachener Cathedral Interior Inside and Outdoor Emperor Charles Church - UHD,20200525
j0ZXtPgH4So,Aachen cathedral,457,"30 KINGS sat on this THRONE: Aachen Cathedral, Germany",20190728
msUhD9ql6ho,Aachen cathedral,260,Aachen Cathedral - UNESCO World Heritage Site,20180208
phyW21vH70w,Aachen cathedral,668,"Aachen, Germany, historic center and cathedral",20191003
Sk6Eg6AuDX4,Aachen cathedral,286,"AACHEN (GERMANY) 2017 AT ITS BEST, AWESOME DRONE FLIGHT VIDEO",20170608
cUpUw-mCLYc,Speyer cathedral,330,10 AMAZING CATHEDRALS Drone 4K,20200504
jQOE3NiDmu8,Aachen cathedral,94,"Aachen Cathedral - The ""Imperial Cathedral""  - Aachen, Germany.UNESCO World Heritage Site",20110111
MQVIHIawI_8,Aapravasi ghat,493,"Aapravasi Ghat, Mauritius. The history of indentured labour.",20201113
eWe5SbF4UcI,Aapravasi ghat,517,Aapravasi Ghat Documentaire,20171020
E5B4XKtTolA,Aapravasi ghat,570,Aapravasi_Ghat_2007.mp4,20120510
Ftq70IQu0ZA,Aapravasi ghat,1051,We visit  ‘Aapravasi Ghat’ a world heritage museum in Port Louis Mauritius,20191015
Qcov8mIwWYA,Aapravasi ghat,194,Aapravasi Ghat - Inscription,20210715
FxGz-BP2uL0,Aapravasi ghat,514,The Aapravasi Ghat,20180317
Z_cf5JmUFzY,Aapravasi ghat,1758,Aapravasi Ghat Patrimoine Mondial,20210716
WadnB2dCv2c,Aapravasi ghat,758,Aapravasi Ghat,20201102
5NNCXsGokmY,Aapravasi ghat,775,Chala Sahar - Aapravasi Ghat,20180821
7DSGKgZwrsk,Aapravasi ghat,201,Aapravasi Ghat - Grande Expérience,20210715
Wo6XNCr2ZXE,Aapravasi ghat,1298,Air Mauritius A330-900 (3B-NBU Aapravasi Ghat) MAURITIUS to Saint Denis REUNION,20210412
c8Pd-K5dKZw,Aapravasi ghat,164,Visite à l’Aapravasi Ghat : Le président Wavel Ramkalawan fait quelques pas de danse,20201130
IUgG4-ts2lU,Royal hill of ambohimanga,460,Mauritius | 4K,20181027
nvmbfsXTlmA,Le morne cultural landscape,205,2018-06-12 - Mauritius's Underwater Waterfall,20180621
Slh2IZLAT9U,Aapravasi ghat,576,AIRBUS A350XWB landing at Mauritius Airport | Flight Deck GoPro View,20200907
IP05jI9Uw7A,Tombs of buganda kings at kasubi,223,Highlights of Uganda from Above | DJI Mavic Pro | 4K Drone,20180210
47oV1O79btk,Aapravasi ghat,587,Mauritius 4K Drone | 2019 Underwater Waterfall | Ile aux Cerfs,20191229
nHXF1ul8S44,Rice terraces of the philippine cordilleras,205,BALI by Drone (4k) | Approaching Paradise | DJI Mavic Pro,20170923
BRhkQDINQj0,Sanqingshan,165,Flatiron drone video - Superstition Mountains,20170331
qkBJuBMTAuA,Sanqingshan,226,Red Mountain (Mount McDowell) by drone June 2017,20170616
K_75g95Lfso,Le morne cultural landscape,106,The World's LARGEST Waterfall That's Actually UNDERWATER,20170615
VprdOigwfpo,Tombs of buganda kings at kasubi,194,Lake Bogoria and hotsprings,20120127
8KV8piLaZWc,Aapravasi ghat,201,Mauritius | Drone 4k | Best places,20190310
clxBAoXYCbw,Aapravasi ghat,176,Mauritius Aapravasi Ghat is one of the historical sites preserved,20170324
6wOGnMDNa-I,Aapravasi ghat,407,Aapravasi Ghat - World Heritage Site 15 Years,20210714
CIdjpF_zhhI,Aapravasi ghat,486,Aapravasi Ghat World Heritage site,20181121
VbbiZJPGVi4,Le morne cultural landscape,302,Mauritius mountains from drone 4K,20181211
5l6eUqvRyG4,Aapravasi ghat,490,Mauritius 🇲🇺 - by drone [4K],20210618
IQBkPA42Cs0,Aapravasi ghat,219,Mauritius drone footage in 4K,20190401
-3LpDBb3GA0,Western ghats,212,AMBA GHAT - One of the Beautiful Ghat Road in India | Cinematic Drone Film,20191012
6BFzKWNgeh4,Aasivissuit  nipisat inuit hunting ground between ice and sea,151,Aasivissuit – Nipisat. Inuit Hunting Ground between Ice and Sea,20210326
OTologJOfzQ,Aasivissuit  nipisat inuit hunting ground between ice and sea,140,Aasivissuit – Nipisat. Inuit Hunt,20210326
6YTzl-HI0vU,Aasivissuit  nipisat inuit hunting ground between ice and sea,63,Aasivissuit 30 Aug 2020 Wingtra launch,20210430
RQ9NGjBtefo,Aasivissuit  nipisat inuit hunting ground between ice and sea,472,Aasivissuit 2020 3D mesh drone data,20210421
4V3Ts_nJz9w,Aasivissuit  nipisat inuit hunting ground between ice and sea,17,Aasivissuit Web Banner,20201110
dEc9kFz2qdw,Aasivissuit  nipisat inuit hunting ground between ice and sea,273,Introduction To Aasivissuit,20210515
OrXoaFoLmH4,Aasivissuit  nipisat inuit hunting ground between ice and sea,158,Nipisat 3D mesh,20210420
DdWpppXPpSk,Kujataa greenland norse and inuit farming at the edge of the ice cap,352,Nuuk - the largest city of Greenland [HD],20110513
dx5oESbl_bs,Aasivissuit  nipisat inuit hunting ground between ice and sea,548,10 Surprising Facts About Greenland,20190915
b5ZNzZEAOl0,Aasivissuit  nipisat inuit hunting ground between ice and sea,250,Terry Uyarak - Inuit Nunangat,20200820
cCPhh9nYu9U,Aasivissuit  nipisat inuit hunting ground between ice and sea,248,"Could You Live Here? (Ittoqqortoormiit, Greenland)",20190805
13amROGYWVA,Aasivissuit  nipisat inuit hunting ground between ice and sea,229,Aasiva - Piqatiikka feat. Riit (Official Video),20210422
wWM3qDi1JVI,Aasivissuit  nipisat inuit hunting ground between ice and sea,142,"Inuit Culture in Gjoa Haven - Nunavut, Canada",20100129
aUXVnJp2BHg,Mistaken point,204,Discover Ancient Wonders on the Coast of Newfoundland and Labrador | National Geographic,20171104
ELUNyAqCDFU,Aasivissuit  nipisat inuit hunting ground between ice and sea,269,Joey Nowyuk – Nalligigakku (Because I Love Her),20200828
UdiH3Mrs8FE,Aasivissuit  nipisat inuit hunting ground between ice and sea,292,ISLAND MESH HOLE / RAT HOLE (ARK : SURVIVAL EVOLVED GLITCH) KO SPOT,20210502
ZdCS1N-cDFY,Aasivissuit  nipisat inuit hunting ground between ice and sea,342,BEST CARNO CAVE DESIGN??? LEGION OF DOOM BASE TOUR,20200116
DkTLwcMt6dI,Abbey and altenmnster of lorsch,235,Abbey and Altenmunster of Lorsch - UNESCO World Heritage Site,20180228
-RtvraD13Fw,Abbey and altenmnster of lorsch,58,#DailyDrone: Lorsch Abbey | DW English,20170818
RX80iprtLgQ,Abbey and altenmnster of lorsch,156,Abbey and Altenmünster of Lorsch (UNESCO/NHK),20130326
vRHKPRtm5e8,Abbey and altenmnster of lorsch,600,𝐊𝐥𝐨𝐬𝐭𝐞𝐫 𝐋𝐨𝐫𝐬𝐜𝐡 𝐮𝐧𝐝 𝐀𝐥𝐭𝐞𝐧𝐦ü𝐧𝐬𝐭𝐞𝐫 𝐦𝐢𝐭 𝐅𝐫𝐞𝐢𝐥𝐢𝐜𝐡𝐭𝐥𝐚𝐛𝐨𝐫 𝐋𝐚𝐮𝐫𝐞𝐬𝐡𝐚𝐦 𝐮𝐧𝐝 𝐒𝐭𝐚𝐝𝐭 𝐋𝐨𝐫𝐬𝐜𝐡 (4k/UHD),20200819
o-rTf31qn9g,Maulbronn monastery complex,269,See what makes Germany's Lorsch Abbey so important,20170925
ggUOJkV2f38,Carolingian westwork and civitas corvey,288,Carolingian abbey at Lorsch | Germany #5,20170608
T7lgaoJ58Sg,Abbey and altenmnster of lorsch,159,Königshalle des Klosters Lorsch 2010,20110529
Jkv46uGoyYo,Abbey and altenmnster of lorsch,58,#DailyDrone: Kloster Lorsch | DW Deutsch,20170818
4yO-n6kKK8g,Abbey and altenmnster of lorsch,423,"Wohnmobil-Stellplatz ""Schöpfwerkinsel"" in Ihlienworth",20160603
LkWp4mrpg1s,Abbey and altenmnster of lorsch,1783,Gendern - Wahn oder Wissenschaft?  Leschs Kosmos [Ganze TV-Folge] | Harald Lesch,20211005
KpuKJiHMTc0,Abbey and altenmnster of lorsch,328,"Wohnmobil-Stellplatz ""Am Haus der Hochzeiten"" Gödenstorf/Lübberstedt",20160819
VXEGhIbzRzU,Abbey and altenmnster of lorsch,1296,Schweißgerät LORCH MicorMIG300 - einfache Erklärung fürs Stahlschweißen für Einsteiger,20201104
G7chyUCAo-k,Abbey and altenmnster of lorsch,367,Wohnmobilstellplatz Bad Essen / womoclick.de,20160718
gye_EAs0Pto,Abbey and altenmnster of lorsch,457,Gastankflaschen mit Multiventil für ganz Europa – von Gasfachfrau Karin Nöfer,20160930
_VoLDGfUA7c,Abbey and altenmnster of lorsch,566,NOOB FINGER vs. PRO FINGERNAGEL! in NAILSTACK,20211015
8_Y8q-l4jas,Abbey and altenmnster of lorsch,423,"Wohnmobil-Stellplatz ""Vechtesee"" Nordhorn",20160923
yFpTKIcJsMk,Abbey and altenmnster of lorsch,510,"""Emsland Camp"" Fehndorf-Haren-Emsland",20180720
hTeAOZS7MdM,Abbey and altenmnster of lorsch,380,"Wohnmobil-Stellplatz Lahr-Schwarzwald ""Breitmatten""",20161007
IjsGDscznkI,Abbey and altenmnster of lorsch,411,Visiting a German Monastery // Kloster Lorsch,20210211
nK_Ni1PNJCI,Abbey and altenmnster of lorsch,1041,HRB Lorsch- Historische Aufnahmen vom Bau,20130120
tOmrKKZ0A2g,Abbey and altenmnster of lorsch,358,"Lorsch, die Karolingerstadt",20140727
Nh3ONPqjFbo,Abbey and altenmnster of lorsch,66,Lorsch Abbey in 60 secs | UNESCO World Heritage,20120822
ij9BBiPqYqc,Abbey and altenmnster of lorsch,135,Knochenforschung im Kloster Lorsch,20170519
efaqUvqo5Ac,Abbey and altenmnster of lorsch,368,Wohnmobil-Stellplatz Lorsch-Südhessen,20160930
0GLSynEkccw,Abbey and altenmnster of lorsch,161,Lorsch 17 Uhr,20171017
IRYkn0oG9Ww,Abbey and altenmnster of lorsch,99,Kloster Lorsch Einmal von oben,20140817
qkL_HM-hEwo,Abbey and altenmnster of lorsch,510,𝐖𝐮𝐧𝐝𝐞𝐫𝐬𝐜𝐡ö𝐧𝐞𝐫 𝐍𝐞𝐜𝐤𝐚𝐫 (4k/UHD),20200730
6pfHm-VKLDQ,Abbey and altenmnster of lorsch,289,Torhalle Lorsch,20160626
6EPPgGmg2gA,Abbey and altenmnster of lorsch,615,"𝐇𝐞𝐢𝐝𝐞𝐥𝐛𝐞𝐫𝐠 - 𝐊𝐥𝐨𝐬𝐭𝐞𝐫𝐫𝐮𝐢𝐧𝐞 𝐒𝐭. 𝐌𝐢𝐜𝐡𝐚𝐞𝐥, 𝐓𝐡𝐢𝐧𝐠𝐬𝐭ä𝐭𝐭𝐞, 𝐑𝐮𝐢𝐧𝐞 𝐒𝐭𝐞𝐩𝐡𝐚𝐧𝐬𝐤𝐥𝐨𝐬𝐭𝐞𝐫, 𝐇𝐞𝐢𝐥𝐢𝐠𝐞𝐧𝐛𝐞𝐫𝐠𝐭𝐮𝐫𝐦 (4k/UHD)",20200903
N3oHZ-HI_Fs,Abbey and altenmnster of lorsch,208,Lorsch Klosterjuwel in Europa,20191119
B8nlOSsPGfM,Abbey church of saint savin sur gartempe,168,Abbey Church of Saint-Savin sur Gartempe (UNESCO/NHK),20130326
aB1K2tMOllM,Catalan romanesque churches of the vall de bo,225,Abbey Church of Saint-Savin - UNESCO World Heritage Site,20180523
KXXDiUqGd2Y,Abbey church of saint savin sur gartempe,245,The Abbey Church of Saint-Savin in France,20170404
jG3ydOsnL44,Abbey church of saint savin sur gartempe,514,"The abbey of Saint-Savin, its history",20170516
c3FvHNs_N6M,Abbey church of saint savin sur gartempe,194,Abbaye de Saint-Savin-sur-Gartempe,20200807
PjScSDp4EU8,Abbey church of saint savin sur gartempe,33,"Saint-savin sur Gartempe, Poitou",20180812
UbnhfPQzA7c,Abbey church of saint savin sur gartempe,405,Cap Sud-Ouest - L'abbaye de Saint Savin sur Gartempe,20160707
tGYVSvxtbfc,Abbey church of saint savin sur gartempe,307,Abbaye de St Savin sur Gartempe,20150315
Y6a7Cb-IsW4,Abbey church of saint savin sur gartempe,8,Abbaye de Saint Savin   Identité,20190306
s0x7AE3Txfc,Abbey church of saint savin sur gartempe,61,Abbaye de Saint-Savin-sur-Gartempe,20181008
Ph52QZmAoPM,Abbey church of saint savin sur gartempe,511,"L'abbaye de Saint Savin, son histoire",20170515
KKz-B_YhrTw,Abbey church of saint savin sur gartempe,1971,SAINT-SAVIN-SUR-GARTEMPE - L'ABBAYE (VIENNE),20200802
MVXA-OHqXLQ,Abbey church of saint savin sur gartempe,424,"Saint Savin , Hautes Pyrénées",20171104
Udm_YTjbc0A,Abbey church of saint savin sur gartempe,288,La Basilica di Sant'Angelo in Formis,20180201
Qqa051qKAvI,Abbey church of saint savin sur gartempe,269,"Vézelay, sommet de l'art roman en Bourgogne",20171024
jAJiZPNEf2E,Abbey church of saint savin sur gartempe,1580,Un voyage dans le département de la Vienne,20140531
Xqp5qwao370,Abbey church of saint savin sur gartempe,497,METZ France 4K. Cathédrale de Metz. Temple Neuf. Welcome to METZ!,20180124
BEY3nthIUv8,Abbey church of saint savin sur gartempe,268,Ville d'Issoire: Plus Beaux Détours de France,20140811
yLsjEmbOMog,Abbey church of saint savin sur gartempe,153,"[360° VR Video] Abbaye de Fontenay in Burgundy, France 360° | European Waterways",20170905
8zghPxYKY_A,The sassi and the park of the rupestrian churches of matera,131,The Sassi and the Park of the Rupestrian Churches of Matera (UNESCO/NHK),20100603
AMmMKdyEkHM,The sassi and the park of the rupestrian churches of matera,239,The Sassi of Matera - UNESCO World Heritage Site,20180412
d2MzCu4NoL8,Abbey church of saint savin sur gartempe,255,"Issoire, la belle© ▪ 2019",20190113
LI5QF4khpJ8,Abbey church of saint savin sur gartempe,132,2018 09 04 St Savin s Gartempe,20190103
2KPDM3w-W_g,Abbey church of saint savin sur gartempe,175,Nuit Romane à Saint-Savin dans la Vienne,20130729
w2O_8Wv9HGQ,Abbey church of saint savin sur gartempe,111,Visite théâtrale de l'abbaye de Saint Savin dans la Vienne,20191029
rJ6_q9Vet6o,Abbey church of saint savin sur gartempe,54,TEASER LARCIN À SAINT-SAVIN !,20200615
Qi-4w-r81Wk,Abbey church of saint savin sur gartempe,286,"Medieval Chauvigny & Abbey of Saint-Savin, France",20141009
mT8SAU_yYlo,Abbey church of saint savin sur gartempe,44,drone champêtre a St Savin (Isère),20200904
MA-gOMV7qCs,Abbey church of saint savin sur gartempe,240,L'Abbatiale de Saint-Savin-sur-Gartempe,20201217
9sPwsS4NYhc,Abbey church of saint savin sur gartempe,331,Abbaye de St Savin,20090820
mPUSZFDPRD0,Abu mena,595,Abu Mena Vacation Travel Video Guide,20140512
BI1GgCRy1GU,Abu mena,173,Abu Mena (UNESCO/NHK),20130326
CBRwF0LU3Ys,Abu mena,183,Drive2Extremes: Taycan Cross Turismo x Johnny FPV,20210609
wMOlR1qNMuk,Abu mena,149,SANDSCAPE - Johnny FPV,20200323
44KvHwRHb3A,Im cultural area,122,Biggest drone display ever! - Guinness World Records,20201015
v7hL1aO65Sk,Abu mena,276,RC-KK7 UAV Operation Guide#Drone teaching#Aerial photography drone#Quadcopter,20210412
44ittMB9zls,Abu mena,5687,"Air & Space Innovation Series: Flying Cars, Drones & Unmanned Air Systems",20210302
BaBtdRcfrCI,Abu mena,371,Abu Dhabi Korniche Part 1 Mavic Air 2 Drone Footage,20201210
AOYxlj5iuvo,Abu mena,329,The best autonomous drone just got better,20191001
f3lv65BFmaA,Ephesus,202,Johnny FPV x Beautiful Destinations - Turkey,20190514
0C4XeyLqZAA,Abu mena,2135,Webinar - Highest resolution drone platform coming to the Arabic world | Phase One,20210719
bpa1iiJmR3Q,Abu mena,388,7 Farming ROBOTS to change agriculture | WATCH NOW ▶ 2 !,20201201
EQyklHonh8k,Abu mena,37,Aeromotus' hopes for the drone industry in the near future.,20210411
wRQlbntlBeE,Abu mena,733,Invisible Drone - Insta360 OneR Aerial Edition Installation & Setup,20200127
u4J7nzts5_U,Abu mena,2006,Я ПРОБУДИЛ ЗАПЕЧАТАННОГО ДЬЯВОЛА / I HAVE AWAKENED THE SEALED DEVIL,20211021
A6yDwIOLa0s,Abu mena,546,Northrop Unveils New Sky Viper Chain Gun and Suicide Drone For Army's Futuristic Attack Helicopter,20210312
YaAwSaMYDyU,Abu mena,116,Travel Amsterdam in a Minute - Aerial Drone Video | Expedia,20150715
1IaZy0sDLu0,Abu mena,158,Travel Dubai in a Minute - Aerial Drone Videos | Expedia,20170530
pc75JlqFADA,Abu mena,174,"DESERT MOUNTAIN! AND A CAMEL ROCK. AL FAYA, UAE",20190318
Gts5V8F7YK0,Abu mena,141,"EXPLORE BARCELONA FROM ABOVE - Barcelona, Spain (Catalonia)",20181208
