/wiki/List_of_World_Heritage_Sites_in_Africa;iSimangaliso Wetland Park;KwaZulu-Natal, South Africa275020S 323300E / 27.838890S 32.550000E
/wiki/List_of_World_Heritage_Sites_in_Africa;Island of Gorée;Dakar Region, Senegal144002N 172403W / 14.667220N 17.400830W
/wiki/List_of_World_Heritage_Sites_in_Africa;Island of Mozambique;Nampula, Mozambique150203S 404409E / 15.034170S 40.735830E
/wiki/List_of_World_Heritage_Sites_in_Africa;Island of Saint-Louis;Saint-Louis Region, Senegal160140N 163016W / 16.027780N 16.504440W
/wiki/List_of_World_Heritage_Sites_in_Africa;Kahuzi-Biega National Park;Maniemaand South Kivu, Democratic Republic of the Congo230N 2845E / 2.5N 28.75E
/wiki/List_of_World_Heritage_Sites_in_Africa;Kairouan;Kairouan Governorate, Tunisia354054N 100614E / 35.681670N 10.103890E
/wiki/List_of_World_Heritage_Sites_in_Africa;Kasbah of Algiers;Algiers, Algeria364700N 30337E / 36.783330N 3.060280E
/wiki/List_of_World_Heritage_Sites_in_Africa;Kenya Lake System in the Great Rift Valley;Rift Valley Province, Kenya02633N 361424E / 0.442500N 36.240000E
/wiki/List_of_World_Heritage_Sites_in_Africa;Khami Ruins National Monument;Matabeleland, Zimbabwe200930S 282236E / 20.158333S 28.376667E
/wiki/List_of_World_Heritage_Sites_in_Africa;ǂKhomani Cultural Landscape;Northern Cape, South Africa254115S 202229E / 25.68761111111111S 20.374583333333334E
/wiki/List_of_World_Heritage_Sites_in_Africa;Kilimanjaro National Park;Kilimanjaro Region, Tanzania, United Republic of30400S 372200E / 3.066670S 37.366670E
/wiki/List_of_World_Heritage_Sites_in_Africa;Kondoa Irangi Rock Paintings;Kondoa district, Tanzania, United Republic of44328S 355002E / 4.724444S 35.833889E
/wiki/List_of_World_Heritage_Sites_in_Africa;Konso Cultural Landscape;Southern Nations, Nationalities, and People's Region, Ethiopia518N 3724E / 5.3N 37.4E
/wiki/List_of_World_Heritage_Sites_in_Africa;Koutammakou, the Land of the Batammariba;Kara Region, Togo100400N 10800E / 10.066667N 1.133333E
/wiki/List_of_World_Heritage_Sites_in_Africa;Ksar of Ait-Ben-Haddou;Ait Benhaddou, Morocco310250N 70744W / 31.047220N 7.128890W
/wiki/List_of_World_Heritage_Sites_in_Africa;Kunta Kinteh Island and Related Sites[d];Banjul,Lower Niumi,and Upper Niumi, Gambia131858N 162126W / 13.316166N 16.357194W
/wiki/List_of_World_Heritage_Sites_in_Africa;Lake Malawi National Park;Central Regionand Southern Region, Malawi140200S 345300E / 14.033330S 34.883330E
/wiki/List_of_World_Heritage_Sites_in_Africa;Lakes of Ounianga;Ennedi Region, Chad190318N 203020E / 19.055000N 20.505556E
/wiki/List_of_World_Heritage_Sites_in_Africa;Lake Turkana National Parks;Lake Turkana, Kenya30305N 363013E / 3.051306N 36.503667E
/wiki/List_of_World_Heritage_Sites_in_Africa;Lamu Old Town;Lamu, Kenya21605S 405407E / 2.268S 40.902E
/wiki/List_of_World_Heritage_Sites_in_Africa;Laurisilva of Madeira;Madeira, Portugal324600N 170000W / 32.766667N 17W
/wiki/List_of_World_Heritage_Sites_in_Africa;Le Morne Cultural Landscape;Riviere Noire District, Mauritius202707S 571942E / 20.451944S 57.328333E
/wiki/List_of_World_Heritage_Sites_in_Africa;Lower Valley of the Awash;Afar Region, Ethiopia110600N 403446E / 11.100060N 40.579390E
/wiki/List_of_World_Heritage_Sites_in_Africa;Lower Valley of the Omo;Southern Nations, Nationalities, and People's Region, Ethiopia44800N 355800E / 4.8N 35.966667E
/wiki/List_of_World_Heritage_Sites_in_Africa;M'Zab Valley;Ghardaia, Algeria322900N 34100E / 32.483330N 3.683330E
/wiki/List_of_World_Heritage_Sites_in_Africa;Maloti-Drakensberg Park;Qacha's Nek District, Lesotho*KwaZulu-Natal, South Africa*294555S 290723E / 29.765278S 29.123056E
/wiki/List_of_World_Heritage_Sites_in_Africa;Mana Pools National Park, Sapi and Chewore Safari Areas;Mashonaland West, Zimbabwe154910S 292429E / 15.819444S 29.408056E
/wiki/List_of_World_Heritage_Sites_in_Africa;Manovo-Gounda St. Floris National Park;Bamingui-Bangoran, Central African Republic900N 2130E / 9N 21.5E
/wiki/List_of_World_Heritage_Sites_in_Africa;Mapungubwe Cultural Landscape;Limpopo, South Africa221133S 291420E / 22.192500S 29.238890E
/wiki/List_of_World_Heritage_Sites_in_Africa;Matobo Hills;Matabeleland South, Zimbabwe2030S 2830E / 20.5S 28.5E
/wiki/List_of_World_Heritage_Sites_in_Africa;Mbanza-Kongo;Zaire Province, Angola61604S 141453E / 6.267778S 14.248056E
/wiki/List_of_World_Heritage_Sites_in_Africa;Medina of Essaouira (formerly Mogador);Essaouira, Morocco313100N 94610W / 31.516670N 9.769440W
/wiki/List_of_World_Heritage_Sites_in_Africa;Medina of Fez;Fez, Morocco340340N 45840W / 34.061110N 4.977780W
/wiki/List_of_World_Heritage_Sites_in_Africa;Medina of Marrakesh;Marrakesh, Morocco313753N 75912W / 31.631390N 7.986670W
/wiki/List_of_World_Heritage_Sites_in_Africa;Medina of Sousse;Sousse Governorate, Tunisia354940N 103819E / 35.827780N 10.638610E
/wiki/List_of_World_Heritage_Sites_in_Africa;Medina of Tétouan (formerly known as Titawin);Tetouan, Morocco353415N 52200W / 35.570830N 5.366670W
/wiki/List_of_World_Heritage_Sites_in_Africa;Medina of Tunis;Tunis, Tunisia364900N 101000E / 36.816670N 10.166670E
/wiki/List_of_World_Heritage_Sites_in_Africa;Memphis and its Necropolis – the Pyramid Fields from Giza to Dahshur;Giza, Egypt295834N 310749E / 29.976040N 31.130410E
/wiki/List_of_World_Heritage_Sites_in_Africa;Mosi-oa-Tunya / Victoria Falls;Livingstone Districtand Matabeleland North, Zambia* Zimbabwe*175528S 255119E / 17.924530S 25.855390E
/wiki/List_of_World_Heritage_Sites_in_Africa;Mount Kenya National Park/Natural Forest;Central Provinceand Eastern Province, Kenya00918N 371856E / 0.155000N 37.315556E
/wiki/List_of_World_Heritage_Sites_in_Africa;Mount Nimba Strict Nature Reserve;Lola Prefecture, Cote d'Ivoire* Guinea*73611N 82327W / 7.603180N 8.390970W
/wiki/List_of_World_Heritage_Sites_in_Africa;Namib Sand Sea;Namibia245307S 152428E / 24.885278S 15.407778E
/wiki/List_of_World_Heritage_Sites_in_Africa;Ngorongoro Conservation Area;Arusha Region, Tanzania, United Republic of31114S 353227E / 3.187220S 35.540830E
/wiki/List_of_World_Heritage_Sites_in_Africa;Niokolo-Koba National Park;Kedougou Regionand Tambacounda Region, Senegal130400N 124300W / 13.066670N 12.716670W
/wiki/List_of_World_Heritage_Sites_in_Africa;Nubian Monuments from Abu Simbel to Philae;Aswan, Egypt222011N 313734E / 22.336390N 31.626110E
/wiki/List_of_World_Heritage_Sites_in_Africa;Okapi Wildlife Reserve;Orientale, Democratic Republic of the Congo200N 2830E / 2N 28.5E
/wiki/List_of_World_Heritage_Sites_in_Africa;Okavango Delta;Orientale, Botswana191700S 225400E / 19.283333S 22.9E
/wiki/List_of_World_Heritage_Sites_in_Africa;Old Towns of Djenné;Djenne, Mali135423N 43318W / 13.906390N 4.555000W
/wiki/List_of_World_Heritage_Sites_in_Africa;Old Town of Ghadamès;Ghadames, Libya300800N 93000E / 30.133333N 9.5E
/wiki/List_of_World_Heritage_Sites_in_Africa;Osun-Osogbo Sacred Grove;Osogbo, Nigeria74520N 43308E / 7.755560N 4.552220E
/wiki/List_of_World_Heritage_Sites_in_Africa;Pitons, Cirques and Remparts of Reunion Island;La Reunion, France210558S 552848E / 21.099444S 55.480000E
/wiki/List_of_World_Heritage_Sites_in_Africa;Portuguese City of Mazagan (El Jadida);El Jadida, Morocco331524N 83007W / 33.256670N 8.501940W
/wiki/List_of_World_Heritage_Sites_in_Africa;Punic Town of Kerkuane and its Necropolis;Nabeul Governorate, Tunisia365647N 110557E / 36.946390N 11.099170E
/wiki/List_of_World_Heritage_Sites_in_Africa;Rabat, Modern Capital and Historic City: a Shared Heritage;Rabat-Sale-Zemmour-Zaer, Morocco340127N 64922W / 34.024167N 6.822778W
/wiki/List_of_World_Heritage_Sites_in_Africa;Rainforests of the Atsinanana;Madagascar142735S 494209E / 14.459722S 49.702500E
/wiki/List_of_World_Heritage_Sites_in_Africa;Richtersveld Cultural and Botanical Landscape;Northern Cape, South Africa283600S 171214E / 28.6S 17.203889E
/wiki/List_of_World_Heritage_Sites_in_Africa;Risco Caído and the Sacred Mountains of Gran Canaria Cultural Landscape;Risco Caido, Spain280240N 153940W / 28.0443889N 015.6611944W
/wiki/List_of_World_Heritage_Sites_in_Africa;Robben Island;Western Cape, South Africa334800S 182200E / 33.8S 18.366667E
/wiki/List_of_World_Heritage_Sites_in_Africa;Rock-Art Sites of Tadrart Acacus;Fezzan, Libya245000N 102000E / 24.833330N 10.333330E
/wiki/List_of_World_Heritage_Sites_in_Africa;Rock-Hewn Churches, Lalibela;Amhara Region, Ethiopia120146N 390226E / 12.029350N 39.040420E
/wiki/List_of_World_Heritage_Sites_in_Africa;Royal Hill of Ambohimanga;Antananarivo, Madagascar184533S 473346E / 18.759170S 47.562780E
/wiki/List_of_World_Heritage_Sites_in_Africa;Royal Palaces of Abomey;Zou Department, Benin71100N 15900E / 7.183333N 1.983333E
/wiki/List_of_World_Heritage_Sites_in_Africa;Ruins of Kilwa Kisiwani and Ruins of Songo Mnara;Kilwa District, Tanzania, United Republic of85728S 393122E / 8.957780S 39.522780E
/wiki/List_of_World_Heritage_Sites_in_Africa;Ruins of Loropéni;Loropeni, Burkina Faso101500N 33500W / 10.25N 3.583333W
/wiki/List_of_World_Heritage_Sites_in_Africa;Rwenzori Mountains National Park;Bundibugyo District,Kabarole District,and Kasese District, Uganda01325N 295527E / 0.223611N 29.924167E
/wiki/List_of_World_Heritage_Sites_in_Africa;Sacred Mijikenda Kaya Forests;Coast Province, Kenya35555S 393546E / 3.931944S 39.596111E
/wiki/List_of_World_Heritage_Sites_in_Africa;Saint Catherine Area;South Sinai Governorate, Egypt283322N 335832E / 28.556230N 33.975430E
/wiki/List_of_World_Heritage_Sites_in_Africa;Salonga National Park;Maniemaand South Kivu, Democratic Republic of the Congo2S 21E / 2S 21E
/wiki/List_of_World_Heritage_Sites_in_Africa;Saloum Delta;Senegal135007N 162955W / 13.835278N 16.498611W
/wiki/List_of_World_Heritage_Sites_in_Africa;Sanganeb Marine National Park and Dungonab Bay – Mukkawar Island Marine National Park;Sudan194410N 372635E / 19.73611N 37.44306E
/wiki/List_of_World_Heritage_Sites_in_Africa;San Cristóbal de la Laguna;Province of Santa Cruz de Tenerife, Spain282840N 161842W / 28.477889N 16.311778W
/wiki/List_of_World_Heritage_Sites_in_Africa;Sangha Trinational;Cameroon* Central African Republic* Congo*23634N 163315E / 2.609444N 16.554167E
/wiki/List_of_World_Heritage_Sites_in_Africa;Selous Game Reserve;Lindi Region,Morogoro Region,Mtwara Region,Pwani Region,and Ruvuma Region, Tanzania, United Republic of900S 3724E / 9S 37.4E
/wiki/List_of_World_Heritage_Sites_in_Africa;Serengeti National Park;Arusha Region,Mara Region,and Shinyanga Region, Tanzania, United Republic of22000S 343400E / 2.333330S 34.566670E
/wiki/List_of_World_Heritage_Sites_in_Africa;Simien National Park;Amhara Region, Ethiopia131100N 380400E / 13.183333N 38.066667E
/wiki/List_of_World_Heritage_Sites_in_Africa;Stone Circles of Senegambia;Central River Divisionand Kaolack Region, Gambia* Senegal*134128N 153121W / 13.691111N 15.522500W
/wiki/List_of_World_Heritage_Sites_in_Africa;Stone Town of Zanzibar;Zanzibar, Tanzania, United Republic of60947S 391121E / 6.163060S 39.189170E
/wiki/List_of_World_Heritage_Sites_in_Africa;Sukur Cultural Landscape;Madagali, Nigeria104426N 133419E / 10.740560N 13.571940E
/wiki/List_of_World_Heritage_Sites_in_Africa;Taï National Park;Guigloand Sassandra, Cote d'Ivoire54500N 70700W / 5.750000N 7.116667W
/wiki/List_of_World_Heritage_Sites_in_Africa;Tassili n'Ajjer;Illiziand Tamanrasset, Algeria2530N 900E / 25.5N 9E
/wiki/List_of_World_Heritage_Sites_in_Africa;Teide National Park;Province of Santa Cruz de Tenerife, Spain281617N 163837W / 28.271389N 16.643611W
/wiki/List_of_World_Heritage_Sites_in_Africa;Thimlich Ohinga Archaeological Site;Migori County, Kenya05823S 341530E / 0.9731S 34.2583E
/wiki/List_of_World_Heritage_Sites_in_Africa;Timbuktu;Timbuktu Cercle, Mali164624N 25958W / 16.773333N 2.999444W
/wiki/List_of_World_Heritage_Sites_in_Africa;Timgad;Batna Province, Algeria352903N 62807E / 35.484167N 6.468611E
/wiki/List_of_World_Heritage_Sites_in_Africa;Tipasa;Tipaza, Algeria363531N 22658E / 36.591944N 2.449444E
/wiki/List_of_World_Heritage_Sites_in_Africa;Tiya;Southern Nations, Nationalities, and People's Region, Ethiopia82606N 383644E / 8.434910N 38.612100E
/wiki/List_of_World_Heritage_Sites_in_Africa;Tomb of Askia;Gao Region, Mali161723N 00240E / 16.289800N 0.044560E
/wiki/List_of_World_Heritage_Sites_in_Africa;Tombs of Buganda Kings at Kasubi;Kampala District, Uganda02055N 323305E / 0.348611N 32.551389E
/wiki/List_of_World_Heritage_Sites_in_Africa;Tsingy de Bemaraha Strict Nature Reserve;Melaky, Madagascar184000S 444500E / 18.666670S 44.75E
/wiki/List_of_World_Heritage_Sites_in_Africa;Tsodilo;North-West, Botswana184500S 214400E / 18.75S 21.733333E
/wiki/List_of_World_Heritage_Sites_in_Africa;Twyfelfontein or ǀUi-ǁais;Kunene, Namibia203544S 142221E / 20.595583S 14.372583E
/wiki/List_of_World_Heritage_Sites_in_Africa;Vallée de Mai Nature Reserve;Praslin, Seychelles41945S 554415E / 4.329170S 55.737500E
/wiki/List_of_World_Heritage_Sites_in_Africa;Virunga National Park;North Kivuand Orientale, Democratic Republic of the Congo05500N 291000E / 0.916667N 29.166667E
/wiki/List_of_World_Heritage_Sites_in_Africa;Vredefort Dome;Free Stateand North West, South Africa2652S 2716E / 26.86S 27.26E
/wiki/List_of_World_Heritage_Sites_in_Africa;W-Arly-Pendjari Complex;Benin* Burkina Faso* Niger*11533N 22916E / 11.88417N 2.48778E
/wiki/List_of_World_Heritage_Sites_in_Africa;Wadi Al-Hitan (Whale Valley);Faiyum Governorate, Egypt292000N 301100E / 29.333330N 30.183330E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Beni Hammad Fort;M'sila Province, Algeria.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}354850N 044736E / 35.81389N 4.79333E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Djémila;Setif Province, Algeria361914N 54412E / 36.32056N 5.73667E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Kasbah of Algiers;Algiers Province, Algeria364700N 30337E / 36.78333N 3.06028E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;M'zab Valley;Ghardaia Province, Algeria322900N 34100E / 32.48333N 3.68333E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Tassili n'Ajjer;Illizi and Tamanrasset Provinces, Algeria253000N 90000E / 25.50000N 9.00000E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Timgad;Batna Province, Algeria352700N 63800E / 35.45000N 6.63333E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Tipasa;Tipaza Province, Algeria363200N 22200E / 36.53333N 2.36667E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Dilmun Burial Mounds;Northern Governorate, Bahrain26859N 503046E / 26.14972N 50.51278E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Qal'at al-Bahrain – Ancient Harbour and Capital of Dilmun;Northern Governorate, Bahrain261359N 503138E / 26.23306N 50.52722E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Pearling, Testimony of an Island Economy;Bahrain261428N 503649E / 26.24111N 50.61361E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Abu Mena;Alexandria Governorate, Egypt305100N 294000E / 30.85000N 29.66667E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Ancient Thebes with its Necropolis;Luxor Governorate, Egypt254400N 323600E / 25.73333N 32.60000E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Historic Cairo;Cairo Governorate, Egypt300300N 311540E / 30.05000N 31.26111E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Memphis and its Necropolis – the Pyramid Fields from Giza to Dahshur;Giza Governorate, Egypt300300N 311540E / 30.05000N 31.26111E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Nubian Monuments from Abu Simbel to Philae;Aswan Governorate, Egypt222011N 313734E / 22.33639N 31.62611E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Saint Catherine Area;South Sinai Governorate, Egypt283322N 335832E / 28.55611N 33.97556E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Wadi Al-Hitan (Whale Valley);Faiyum Governorate, Egypt292000N 301100E / 29.33333N 30.18333E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Landscape of the Mesopotamian Cities;Iraq, Dhi Qar Province313344N 473928E / 31.56222N 47.65778E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Babylon;Babylon Governorate, Iraq323231.09N 442515E / 32.5419694N 44.42083E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Erbil Citadel;Erbil Governorate, Iraq361128N 440033E / 36.19111N 44.00917E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Ashur;Saladin Governorate, Iraq352732N 431535E / 35.45889N 43.25972E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Hatra;Nineveh Governorate, Iraq353517N 424306E / 35.58806N 42.71833E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Samarra Archaeological City;Saladin Governorate, Iraq342028N 434925E / 34.34111N 43.82361E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;As-Salt - The Place of Tolerance and Urban Hospitality;Balqa Governorate, Jordan320221N 354333E / 32.03917N 35.72583E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Baptism Site "Bethany Beyond the Jordan" (Al-Maghtas);Jordan315014N 353310E / 31.83722N 35.55278E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Petra;Ma'an Governorate, Jordan301950N 352636E / 30.33056N 35.44333E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Quseir Amra;Zarqa Governorate, Jordan31487N 36359E / 31.80194N 36.58583E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Um er-Rasas (Kastrom Mefa'a);Madaba Governorate, Jordan31306N 355514E / 31.50167N 35.92056E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Wadi Rum Protected Area;Jordan293823N 352602E / 29.63972N 35.43389E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Anjar;Beqaa Governorate, Lebanon334333N 355547E / 33.72583N 35.92972E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Baalbek;Baalbek-Hermel Governorate, Lebanon340025N 361218E / 34.00694N 36.20500E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Byblos;Mount Lebanon Governorate, Lebanon340709N 353851E / 34.11917N 35.64750E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Ouadi Qadisha (the Holy Valley) and the Forest of the Cedars of God (Horsh Arz el-Rab);North Lebanon Governorate, Lebanon341436N 360256E / 34.24333N 36.04889E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Tyre;South Lebanon Governorate, Lebanon331619N 351140E / 33.27194N 35.19444E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Archaeological Site of Cyrene;Jabal al Akhdar, Libya324930N 215130E / 32.82500N 21.85833E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Archaeological Site of Leptis Magna;Khoms, Libya323818N 141735E / 32.63833N 14.29306E
